,birth_date,job,marital,education,default,housing,loan,contact_date,contact,campaign,pdays,previous,poutcome,y
11495,1977-07-22,housemaid,married,university.degree,no,no,yes,2008-06-17,telephone,3,999,0,nonexistent,0
11496,1954-03-04,retired,married,basic.4y,unknown,no,no,2008-05-13,telephone,2,999,0,nonexistent,0
11497,1949-02-28,retired,divorced,basic.4y,unknown,yes,no,2008-05-22,telephone,1,999,0,nonexistent,0
11498,1980-04-29,admin.,single,university.degree,no,yes,no,2009-04-29,cellular,1,5,2,success,0
11499,1961-05-10,technician,single,unknown,no,no,no,2008-07-29,cellular,2,999,0,nonexistent,0
11500,1958-05-19,technician,single,university.degree,no,yes,no,2008-08-28,cellular,5,999,0,nonexistent,0
11501,1973-09-16,blue-collar,single,basic.6y,unknown,yes,no,2008-05-14,telephone,1,999,0,nonexistent,0
11502,1969-07-25,blue-collar,married,professional.course,unknown,yes,no,2008-05-14,telephone,3,999,0,nonexistent,0
11503,1963-08-12,entrepreneur,married,basic.4y,no,unknown,unknown,2008-11-11,telephone,7,999,0,nonexistent,0
11504,1973-07-02,admin.,single,high.school,no,no,no,2009-05-27,cellular,1,999,0,nonexistent,0
11505,1973-04-11,blue-collar,married,basic.4y,unknown,yes,yes,2009-05-28,cellular,3,999,0,nonexistent,0
11506,1968-01-22,blue-collar,married,basic.6y,no,yes,no,2008-05-20,telephone,3,999,0,nonexistent,0
11507,1973-02-23,admin.,single,university.degree,no,yes,no,2010-07-02,cellular,2,6,3,success,0
11508,1958-07-08,housemaid,married,basic.4y,no,no,no,2008-08-25,cellular,1,999,0,nonexistent,0
11509,1979-07-10,admin.,single,high.school,no,no,no,2008-06-18,telephone,1,999,0,nonexistent,0
11510,1967-07-20,technician,single,university.degree,no,yes,no,2008-08-07,cellular,1,999,0,nonexistent,0
11511,1969-09-15,self-employed,married,basic.4y,unknown,no,no,2008-05-28,telephone,2,999,0,nonexistent,0
11512,1958-08-04,admin.,single,university.degree,no,no,no,2009-05-20,cellular,1,999,0,nonexistent,0
11513,1979-06-25,technician,single,professional.course,no,yes,yes,2008-08-13,cellular,3,999,0,nonexistent,0
11514,1959-03-06,blue-collar,married,basic.6y,no,yes,no,2008-11-26,cellular,2,999,0,nonexistent,0
11515,1967-06-26,management,married,university.degree,no,yes,no,2009-05-25,cellular,1,999,0,nonexistent,0
11516,1982-08-23,technician,single,professional.course,no,no,yes,2008-07-09,cellular,2,999,0,nonexistent,0
11517,1951-04-24,blue-collar,divorced,professional.course,no,no,no,2008-05-15,telephone,5,999,0,nonexistent,0
11518,1965-06-30,technician,married,basic.9y,no,yes,no,2008-07-10,cellular,1,999,0,nonexistent,0
11519,1965-01-01,self-employed,married,professional.course,no,yes,no,2008-11-21,telephone,2,999,0,nonexistent,0
11520,1960-10-27,admin.,married,high.school,no,no,no,2008-08-20,cellular,2,999,0,nonexistent,0
11521,1983-05-24,admin.,single,university.degree,no,unknown,unknown,2009-06-16,cellular,2,3,1,success,1
11522,1982-04-24,admin.,married,high.school,unknown,no,no,2008-05-09,telephone,6,999,0,nonexistent,0
11523,1960-06-24,blue-collar,married,unknown,no,no,no,2008-08-11,telephone,1,999,0,nonexistent,0
11524,1972-11-21,housemaid,single,university.degree,no,yes,no,2009-10-13,cellular,1,999,1,failure,0
11525,1958-06-23,management,divorced,university.degree,no,no,no,2008-07-28,cellular,2,999,0,nonexistent,1
11526,1972-02-22,blue-collar,married,basic.4y,no,no,no,2009-04-29,cellular,2,999,1,failure,0
11527,1968-03-08,admin.,married,university.degree,unknown,yes,no,2008-05-26,telephone,1,999,0,nonexistent,0
11528,1951-08-31,blue-collar,single,basic.4y,unknown,no,no,2009-05-26,cellular,2,999,1,failure,0
11529,1962-07-30,unemployed,married,professional.course,no,yes,no,2010-09-27,cellular,2,999,0,nonexistent,1
11530,1964-08-30,unemployed,married,basic.9y,no,yes,no,2009-06-15,cellular,1,999,1,failure,0
11531,1982-07-22,admin.,single,high.school,no,yes,no,2008-05-05,telephone,7,999,0,nonexistent,0
11532,1972-04-06,blue-collar,single,basic.9y,no,no,no,2008-06-10,telephone,1,999,0,nonexistent,0
11533,1972-10-21,management,married,basic.6y,unknown,yes,no,2008-07-11,telephone,2,999,0,nonexistent,0
11534,1977-05-23,technician,single,high.school,no,yes,no,2009-05-26,cellular,2,999,0,nonexistent,0
11535,1976-07-10,blue-collar,married,basic.9y,no,yes,no,2008-05-27,telephone,1,999,0,nonexistent,0
11536,1947-01-06,unknown,married,unknown,no,no,no,2010-11-08,cellular,1,3,3,success,0
11537,1974-11-14,housemaid,married,unknown,no,yes,no,2008-08-22,cellular,2,999,0,nonexistent,0
11538,1979-10-15,student,married,high.school,unknown,no,no,2008-06-26,telephone,4,999,0,nonexistent,0
11539,1957-10-15,housemaid,married,basic.9y,no,yes,no,2008-07-01,cellular,1,999,0,nonexistent,0
11540,1967-08-01,blue-collar,divorced,basic.9y,unknown,no,no,2008-05-20,telephone,1,999,0,nonexistent,0
11541,1977-12-27,housemaid,married,basic.4y,no,no,yes,2008-08-26,cellular,6,999,0,nonexistent,0
11542,1973-07-03,admin.,divorced,university.degree,no,yes,no,2008-11-07,cellular,1,999,0,nonexistent,0
11543,1960-02-15,management,married,basic.4y,unknown,no,no,2008-05-28,telephone,1,999,0,nonexistent,0
11544,1982-03-16,admin.,single,university.degree,no,yes,no,2008-07-15,cellular,5,999,0,nonexistent,0
11545,1970-05-28,admin.,single,university.degree,unknown,yes,no,2008-05-26,telephone,2,999,0,nonexistent,0
11546,1979-05-16,admin.,single,university.degree,no,yes,no,2008-08-21,cellular,3,999,0,nonexistent,0
11547,1974-10-18,services,married,high.school,no,no,no,2008-07-09,telephone,2,999,0,nonexistent,0
11548,1976-04-16,blue-collar,married,basic.4y,unknown,yes,no,2008-07-02,cellular,1,999,0,nonexistent,0
11549,1950-09-19,technician,single,basic.6y,no,no,no,2009-10-01,cellular,1,999,2,failure,0
11550,1979-03-02,admin.,divorced,professional.course,no,yes,no,2008-06-10,telephone,1,999,0,nonexistent,0
11551,1974-02-11,blue-collar,married,basic.9y,no,no,no,2009-05-18,telephone,2,999,1,failure,0
11552,1958-08-28,housemaid,single,unknown,no,no,yes,2008-06-24,telephone,1,999,0,nonexistent,0
11553,1962-08-07,blue-collar,married,basic.9y,unknown,no,no,2008-08-21,cellular,1,999,0,nonexistent,0
11554,1976-07-16,blue-collar,married,basic.4y,unknown,yes,no,2008-06-03,telephone,1,999,0,nonexistent,0
11555,1979-04-03,blue-collar,married,high.school,no,no,no,2008-05-14,telephone,2,999,0,nonexistent,0
11556,1982-03-20,technician,married,professional.course,no,yes,yes,2009-05-07,telephone,3,999,0,nonexistent,0
11557,1975-12-13,management,married,university.degree,no,no,no,2008-11-06,cellular,1,999,0,nonexistent,0
11558,1976-02-14,admin.,single,high.school,no,yes,no,2009-06-23,cellular,2,999,0,nonexistent,0
11559,1951-06-27,admin.,single,university.degree,no,yes,no,2008-07-01,cellular,1,999,0,nonexistent,0
11560,1958-08-19,admin.,divorced,university.degree,no,no,no,2008-07-28,cellular,2,999,0,nonexistent,0
11561,1967-09-03,services,married,basic.6y,unknown,yes,no,2008-05-26,telephone,2,999,0,nonexistent,0
11562,1970-01-20,admin.,married,high.school,no,unknown,unknown,2008-05-20,telephone,2,999,0,nonexistent,0
11563,1958-07-27,unemployed,married,basic.6y,no,yes,no,2009-06-18,cellular,1,999,1,failure,0
11564,1973-01-31,admin.,married,university.degree,no,yes,no,2009-05-27,cellular,2,999,0,nonexistent,0
11565,1970-12-13,admin.,divorced,basic.9y,no,yes,no,2009-04-13,cellular,4,999,0,nonexistent,0
11566,1939-05-17,retired,married,basic.4y,no,yes,no,2010-07-15,cellular,2,9,3,failure,1
11567,1966-06-18,blue-collar,married,basic.4y,no,yes,no,2008-06-19,telephone,2,999,0,nonexistent,0
11568,1968-03-02,services,married,high.school,no,yes,yes,2009-05-13,cellular,8,999,0,nonexistent,0
11569,1975-07-16,technician,single,professional.course,no,no,yes,2008-08-18,cellular,5,999,0,nonexistent,0
11570,1954-03-12,retired,divorced,basic.4y,no,yes,no,2008-05-27,telephone,2,999,0,nonexistent,0
11571,1977-06-05,blue-collar,married,basic.9y,no,no,no,2009-05-04,cellular,2,999,0,nonexistent,0
11572,1976-04-21,technician,married,professional.course,no,yes,no,2009-05-18,cellular,3,999,0,nonexistent,0
11573,1981-10-26,services,single,university.degree,no,unknown,unknown,2008-07-02,cellular,9,999,0,nonexistent,0
11574,1955-08-13,blue-collar,married,basic.4y,no,no,yes,2009-05-15,cellular,2,999,0,nonexistent,0
11575,1967-07-20,technician,single,professional.course,unknown,yes,no,2008-08-12,cellular,5,999,0,nonexistent,0
11576,1971-05-31,admin.,single,high.school,unknown,no,no,2008-07-08,cellular,6,999,0,nonexistent,1
11577,1972-04-18,admin.,married,university.degree,no,yes,no,2008-08-13,cellular,3,999,0,nonexistent,0
11578,1967-10-10,self-employed,married,professional.course,no,yes,no,2008-08-25,cellular,1,999,0,nonexistent,0
11579,1966-06-09,blue-collar,married,basic.9y,unknown,no,no,2008-06-20,telephone,1,999,0,nonexistent,0
11580,1986-06-25,student,single,high.school,no,yes,yes,2010-09-08,cellular,2,6,2,success,1
11581,1968-01-29,management,married,high.school,unknown,yes,no,2009-05-12,cellular,2,999,0,nonexistent,0
11582,1978-03-06,admin.,married,university.degree,no,yes,no,2009-05-05,cellular,1,999,0,nonexistent,0
11583,1973-03-14,admin.,married,high.school,no,no,no,2008-07-03,cellular,7,999,0,nonexistent,0
11584,1948-09-11,admin.,single,high.school,no,no,no,2008-06-20,telephone,1,999,0,nonexistent,0
11585,1963-07-08,admin.,divorced,high.school,no,yes,no,2009-06-29,cellular,1,999,0,nonexistent,1
11586,1982-07-19,technician,single,university.degree,no,no,no,2008-07-17,telephone,4,999,0,nonexistent,0
11587,1960-08-26,blue-collar,married,unknown,unknown,no,no,2008-05-27,telephone,2,999,0,nonexistent,0
11588,1979-04-03,blue-collar,single,basic.9y,no,no,no,2008-07-23,cellular,1,999,0,nonexistent,0
11589,1959-05-28,blue-collar,single,basic.6y,unknown,yes,no,2008-07-24,cellular,3,999,0,nonexistent,1
11590,1958-04-01,technician,married,professional.course,no,yes,no,2008-05-28,telephone,4,999,0,nonexistent,0
11591,1977-09-24,services,single,high.school,no,yes,yes,2009-08-05,cellular,1,4,2,success,1
11592,1974-06-30,technician,married,professional.course,no,yes,no,2009-04-10,cellular,1,999,0,nonexistent,0
11593,1965-06-16,blue-collar,married,basic.9y,unknown,no,no,2008-05-23,telephone,1,999,0,nonexistent,0
11594,1974-07-23,technician,single,university.degree,no,yes,no,2008-08-04,cellular,1,999,0,nonexistent,0
11595,1979-06-27,technician,single,university.degree,no,no,no,2008-05-07,telephone,1,999,0,nonexistent,0
11596,1940-04-30,retired,divorced,university.degree,no,yes,no,2009-04-14,cellular,2,999,0,nonexistent,1
11597,1962-02-14,management,married,university.degree,no,yes,no,2009-05-05,cellular,2,999,1,failure,0
11598,1958-06-08,unknown,single,unknown,unknown,yes,no,2008-06-24,telephone,1,999,0,nonexistent,0
11599,1985-07-30,management,married,university.degree,no,yes,no,2009-05-21,telephone,4,999,0,nonexistent,0
11600,1977-12-31,technician,single,university.degree,no,no,no,2008-11-18,cellular,1,999,1,failure,0
11601,1969-01-26,management,married,unknown,no,yes,no,2008-11-13,cellular,1,999,1,failure,0
11602,1958-10-06,admin.,married,university.degree,no,yes,no,2008-07-30,cellular,1,999,0,nonexistent,0
11603,1979-06-09,blue-collar,divorced,basic.4y,unknown,no,no,2008-06-26,telephone,2,999,0,nonexistent,0
11604,1975-05-24,blue-collar,single,basic.9y,no,yes,no,2008-05-06,telephone,1,999,0,nonexistent,0
11605,1952-10-08,admin.,married,high.school,no,yes,no,2008-06-04,telephone,11,999,0,nonexistent,0
11606,1981-05-28,admin.,married,university.degree,no,yes,no,2009-04-29,cellular,1,999,0,nonexistent,0
11607,1954-07-03,services,single,high.school,unknown,no,no,2008-05-23,telephone,2,999,0,nonexistent,0
11608,1965-06-15,services,married,high.school,no,no,no,2008-06-25,telephone,5,999,0,nonexistent,0
11609,1955-06-14,unemployed,married,basic.9y,no,no,no,2009-05-13,cellular,1,3,1,success,1
11610,1978-01-21,student,single,unknown,no,no,yes,2009-05-11,cellular,2,999,0,nonexistent,0
11611,1977-04-24,services,married,basic.9y,unknown,yes,no,2008-07-03,cellular,1,999,0,nonexistent,0
11612,1971-08-04,services,married,basic.9y,no,no,no,2009-06-05,cellular,2,999,0,nonexistent,0
11613,1977-09-03,technician,single,high.school,no,yes,no,2009-05-28,cellular,2,999,0,nonexistent,0
11614,1959-09-29,blue-collar,married,basic.9y,no,yes,no,2009-11-09,cellular,1,999,0,nonexistent,0
11615,1970-12-30,admin.,married,high.school,no,yes,yes,2009-05-01,cellular,1,999,0,nonexistent,0
11616,1969-08-03,technician,married,university.degree,no,no,no,2009-05-18,cellular,4,999,1,failure,0
11617,1954-04-03,admin.,married,high.school,no,no,no,2008-05-14,telephone,2,999,0,nonexistent,0
11618,1953-07-02,management,married,university.degree,no,yes,no,2008-08-06,cellular,7,999,0,nonexistent,0
11619,1971-05-01,admin.,married,university.degree,no,no,no,2008-06-05,telephone,1,999,0,nonexistent,0
11620,1968-07-01,admin.,married,university.degree,unknown,unknown,unknown,2008-06-27,telephone,6,999,0,nonexistent,0
11621,1954-10-05,management,married,university.degree,no,yes,no,2008-07-08,cellular,2,999,0,nonexistent,0
11622,1970-02-05,entrepreneur,married,basic.9y,no,yes,no,2009-05-20,cellular,2,999,0,nonexistent,0
11623,1972-12-14,admin.,married,university.degree,no,yes,no,2009-09-30,cellular,2,999,0,nonexistent,1
11624,1973-07-21,blue-collar,married,high.school,no,yes,yes,2008-11-24,cellular,2,999,0,nonexistent,0
11625,1972-04-13,admin.,married,university.degree,no,yes,no,2008-08-07,cellular,8,999,0,nonexistent,0
11626,1971-08-12,admin.,divorced,university.degree,no,yes,yes,2010-07-19,cellular,10,999,1,failure,1
11627,1968-12-09,admin.,married,university.degree,no,no,no,2009-09-14,cellular,3,999,0,nonexistent,0
11628,1976-05-03,blue-collar,married,basic.6y,no,yes,yes,2008-06-25,telephone,1,999,0,nonexistent,0
11629,1953-07-05,admin.,married,university.degree,no,yes,no,2008-08-19,cellular,2,999,0,nonexistent,0
11630,1954-04-09,technician,married,professional.course,no,no,no,2008-07-18,cellular,1,999,0,nonexistent,0
11631,1950-09-01,admin.,married,university.degree,no,no,no,2008-11-14,cellular,1,999,1,failure,0
11632,1972-01-11,admin.,single,university.degree,no,yes,no,2009-05-12,cellular,5,999,0,nonexistent,0
11633,1976-10-22,admin.,single,university.degree,no,unknown,unknown,2009-08-19,cellular,1,999,0,nonexistent,0
11634,1951-04-19,retired,divorced,high.school,no,no,yes,2009-06-23,cellular,1,999,0,nonexistent,0
11635,1975-02-26,admin.,single,university.degree,no,yes,yes,2009-04-14,cellular,2,999,0,nonexistent,0
11636,1978-02-22,services,married,high.school,no,yes,no,2009-05-28,cellular,2,999,0,nonexistent,0
11637,1961-03-19,blue-collar,married,high.school,unknown,no,no,2008-05-06,telephone,2,999,0,nonexistent,0
11638,1956-11-07,admin.,married,university.degree,no,no,yes,2008-07-04,cellular,1,999,0,nonexistent,0
11639,1948-11-10,retired,divorced,high.school,no,yes,no,2008-07-25,cellular,1,999,0,nonexistent,0
11640,1978-05-22,technician,married,university.degree,no,yes,no,2009-05-25,telephone,4,999,0,nonexistent,0
11641,1966-04-19,technician,married,university.degree,no,no,yes,2010-05-28,telephone,2,999,1,failure,0
11642,1967-05-16,services,married,high.school,no,yes,yes,2009-04-13,cellular,5,999,0,nonexistent,0
11643,1965-04-29,housemaid,married,basic.4y,no,yes,no,2008-07-28,cellular,4,999,0,nonexistent,0
11644,1972-02-29,blue-collar,married,basic.4y,no,yes,no,2008-11-27,cellular,1,999,0,nonexistent,0
11645,1974-03-28,admin.,single,high.school,no,no,no,2008-05-15,telephone,3,999,0,nonexistent,0
11646,1973-12-19,admin.,single,university.degree,no,yes,no,2009-04-15,cellular,1,999,0,nonexistent,0
11647,1973-09-12,retired,married,professional.course,no,no,no,2008-05-28,telephone,2,999,0,nonexistent,0
11648,1979-05-24,blue-collar,single,high.school,no,yes,no,2008-05-06,telephone,1,999,0,nonexistent,0
11649,1976-09-04,management,single,university.degree,no,no,no,2008-08-01,cellular,1,999,0,nonexistent,0
11650,1963-07-13,blue-collar,married,basic.9y,no,unknown,unknown,2010-06-01,cellular,1,999,0,nonexistent,1
11651,1972-07-03,services,married,high.school,no,unknown,unknown,2008-05-15,telephone,4,999,0,nonexistent,0
11652,1970-05-19,services,married,high.school,no,yes,no,2009-05-25,cellular,1,999,0,nonexistent,0
11653,1973-08-06,admin.,married,university.degree,no,yes,yes,2008-05-08,telephone,1,999,0,nonexistent,0
11654,1973-04-08,admin.,single,university.degree,no,no,no,2008-07-25,cellular,1,999,0,nonexistent,1
11655,1970-08-19,admin.,married,high.school,no,no,no,2008-05-13,telephone,4,999,0,nonexistent,0
11656,1977-06-14,blue-collar,single,professional.course,no,yes,no,2008-07-08,cellular,13,999,0,nonexistent,0
11657,1970-06-02,blue-collar,divorced,high.school,no,yes,no,2008-07-28,cellular,2,999,0,nonexistent,0
11658,1972-09-07,services,single,high.school,no,yes,no,2008-07-14,cellular,8,999,0,nonexistent,0
11659,1970-06-14,technician,married,professional.course,no,no,no,2008-05-07,telephone,2,999,0,nonexistent,0
11660,1972-06-28,technician,single,university.degree,no,yes,no,2009-05-26,cellular,3,999,0,nonexistent,0
11661,1971-05-14,admin.,married,high.school,no,no,no,2008-06-24,telephone,16,999,0,nonexistent,0
11662,1981-09-18,services,single,high.school,unknown,no,no,2008-07-01,cellular,4,999,0,nonexistent,1
11663,1957-01-23,services,divorced,high.school,no,yes,yes,2010-10-13,cellular,4,3,1,success,1
11664,1977-04-05,services,married,professional.course,no,no,no,2009-06-24,cellular,6,999,0,nonexistent,0
11665,1970-02-13,admin.,divorced,high.school,no,no,no,2008-05-01,telephone,1,999,0,nonexistent,0
11666,1965-11-25,entrepreneur,married,basic.4y,no,yes,no,2008-11-25,cellular,4,999,0,nonexistent,0
11667,1963-02-03,technician,divorced,professional.course,no,yes,no,2008-05-15,telephone,6,999,0,nonexistent,0
11668,1957-02-14,admin.,divorced,high.school,no,yes,yes,2009-05-11,cellular,1,999,1,failure,0
11669,1958-10-31,blue-collar,married,basic.4y,unknown,yes,no,2008-07-21,cellular,2,999,0,nonexistent,0
11670,1971-03-06,blue-collar,married,basic.4y,no,yes,no,2008-11-24,cellular,1,999,0,nonexistent,0
11671,1968-08-11,self-employed,single,university.degree,no,yes,no,2008-07-02,cellular,3,999,0,nonexistent,1
11672,1973-11-24,technician,married,university.degree,no,yes,no,2008-08-05,cellular,12,999,0,nonexistent,0
11673,1960-10-08,admin.,single,university.degree,no,no,no,2010-08-03,cellular,1,6,2,success,1
11674,1951-04-15,retired,single,unknown,unknown,no,no,2008-07-21,cellular,5,999,0,nonexistent,0
11675,1953-02-24,admin.,married,high.school,no,no,yes,2008-06-16,telephone,2,999,0,nonexistent,0
11676,1963-07-03,management,married,university.degree,no,no,no,2008-07-24,cellular,1,999,0,nonexistent,0
11677,1963-09-24,blue-collar,married,basic.4y,unknown,no,no,2008-07-29,telephone,3,999,0,nonexistent,0
11678,1969-02-27,admin.,single,high.school,no,no,no,2008-06-02,telephone,1,999,0,nonexistent,0
11679,1960-07-23,admin.,married,high.school,no,yes,no,2009-08-12,cellular,2,15,1,success,1
11680,1974-02-25,admin.,married,university.degree,no,yes,no,2008-05-16,telephone,2,999,0,nonexistent,0
11681,1980-06-05,admin.,single,high.school,no,no,yes,2009-06-22,cellular,1,999,0,nonexistent,0
11682,1965-09-04,admin.,single,professional.course,unknown,no,no,2009-05-12,cellular,6,999,0,nonexistent,0
11683,1956-09-10,admin.,married,high.school,no,yes,yes,2009-05-18,cellular,2,999,1,failure,0
11684,1969-01-04,blue-collar,divorced,high.school,no,yes,yes,2008-05-13,telephone,3,999,0,nonexistent,0
11685,1946-12-10,self-employed,married,university.degree,no,yes,yes,2009-04-02,telephone,4,999,0,nonexistent,0
11686,1951-07-09,self-employed,married,university.degree,unknown,yes,no,2008-06-12,telephone,3,999,0,nonexistent,0
11687,1976-03-21,blue-collar,married,professional.course,no,no,no,2008-05-16,telephone,1,999,0,nonexistent,0
11688,1977-10-27,admin.,married,university.degree,no,no,no,2009-06-23,cellular,1,4,1,success,1
11689,1953-05-09,blue-collar,married,basic.4y,unknown,yes,no,2008-08-21,cellular,3,999,0,nonexistent,0
11690,1958-11-09,self-employed,married,professional.course,no,no,no,2008-07-24,cellular,7,999,0,nonexistent,0
11691,1962-10-13,blue-collar,married,basic.4y,no,yes,no,2008-08-27,cellular,3,999,0,nonexistent,0
11692,1973-07-22,admin.,married,university.degree,no,yes,no,2008-11-17,cellular,2,999,1,failure,0
11693,1980-07-22,services,divorced,high.school,no,yes,no,2009-05-15,cellular,1,999,0,nonexistent,0
11694,1974-01-10,services,single,high.school,no,yes,yes,2009-05-01,cellular,1,999,0,nonexistent,0
11695,1971-06-13,services,married,high.school,unknown,no,no,2009-05-25,cellular,2,999,0,nonexistent,0
11696,1949-05-16,admin.,married,professional.course,no,yes,no,2009-04-30,cellular,1,999,1,failure,1
11697,1967-09-14,admin.,single,high.school,no,no,no,2008-05-07,telephone,2,999,0,nonexistent,0
11698,1966-06-02,unknown,married,unknown,no,yes,no,2008-07-28,cellular,2,999,0,nonexistent,0
11699,1977-07-27,technician,single,high.school,no,no,no,2008-08-06,cellular,2,999,0,nonexistent,0
11700,1978-07-05,services,single,university.degree,no,no,no,2009-07-28,telephone,2,999,1,failure,0
11701,1977-06-13,management,married,university.degree,no,no,no,2008-08-25,cellular,3,999,0,nonexistent,0
11702,1980-07-19,admin.,divorced,basic.9y,no,yes,no,2009-04-02,cellular,4,999,0,nonexistent,0
11703,1971-05-12,technician,single,university.degree,no,no,no,2008-05-06,telephone,1,999,0,nonexistent,0
11704,1976-08-08,blue-collar,single,high.school,no,no,no,2009-05-04,cellular,1,999,0,nonexistent,0
11705,1973-09-11,admin.,married,university.degree,no,no,no,2009-08-13,cellular,2,999,0,nonexistent,0
11706,1973-06-02,entrepreneur,married,university.degree,no,no,no,2009-04-30,cellular,2,999,0,nonexistent,0
11707,1966-11-11,admin.,married,university.degree,no,yes,no,2008-08-08,cellular,1,999,0,nonexistent,0
11708,1959-03-25,admin.,single,university.degree,no,no,no,2008-07-22,cellular,4,999,0,nonexistent,0
11709,1955-10-24,blue-collar,married,basic.4y,unknown,no,no,2008-08-01,cellular,1,999,0,nonexistent,1
11710,1975-06-05,blue-collar,married,basic.9y,no,no,no,2008-07-14,cellular,1,999,0,nonexistent,0
11711,1951-05-23,blue-collar,married,basic.4y,unknown,yes,no,2009-05-12,cellular,2,999,1,failure,0
11712,1978-08-22,admin.,married,high.school,no,no,no,2008-07-21,cellular,1,999,0,nonexistent,0
11713,1963-03-16,self-employed,divorced,university.degree,no,no,no,2010-03-16,cellular,1,999,0,nonexistent,1
11714,1977-07-14,unemployed,divorced,basic.4y,no,yes,no,2008-06-04,telephone,1,999,0,nonexistent,0
11715,1975-06-07,admin.,married,university.degree,no,yes,no,2009-05-11,cellular,2,999,0,nonexistent,1
11716,1963-02-05,blue-collar,married,high.school,no,yes,no,2009-05-05,cellular,1,999,0,nonexistent,0
11717,1966-07-06,management,divorced,university.degree,unknown,no,no,2008-07-21,cellular,2,999,0,nonexistent,0
11718,1978-08-31,management,divorced,university.degree,no,yes,no,2009-05-15,cellular,2,999,0,nonexistent,0
11719,1977-08-24,admin.,married,professional.course,no,no,yes,2009-10-27,cellular,1,6,1,success,1
11720,1969-10-05,blue-collar,married,basic.6y,no,no,no,2008-07-17,cellular,1,999,0,nonexistent,0
11721,1973-10-10,technician,single,basic.9y,no,yes,yes,2008-11-26,cellular,1,999,0,nonexistent,0
11722,1970-10-20,technician,single,high.school,no,yes,yes,2008-08-05,cellular,1,999,0,nonexistent,0
11723,1960-09-03,services,married,high.school,unknown,no,no,2008-11-26,cellular,3,999,0,nonexistent,0
11724,1977-07-21,admin.,single,university.degree,no,no,yes,2008-08-27,cellular,1,999,0,nonexistent,0
11725,1956-04-27,unemployed,married,high.school,no,unknown,unknown,2008-06-19,telephone,5,999,0,nonexistent,0
11726,1974-07-22,technician,single,professional.course,no,no,yes,2008-05-06,telephone,1,999,0,nonexistent,0
11727,1977-10-23,services,married,high.school,no,no,no,2008-07-14,cellular,5,999,0,nonexistent,0
11728,1976-04-09,blue-collar,married,high.school,no,yes,no,2009-05-13,telephone,1,999,0,nonexistent,0
11729,1966-02-04,blue-collar,married,basic.9y,no,yes,no,2009-05-18,cellular,6,999,0,nonexistent,0
11730,1959-10-01,admin.,divorced,basic.6y,no,no,no,2008-11-18,cellular,2,999,0,nonexistent,0
11731,1961-01-08,admin.,married,basic.9y,no,no,no,2009-05-15,cellular,3,999,0,nonexistent,0
11732,1967-06-25,blue-collar,married,basic.4y,no,yes,no,2008-05-12,telephone,2,999,0,nonexistent,0
11733,1977-07-17,admin.,married,university.degree,no,no,no,2008-11-13,telephone,6,999,0,nonexistent,0
11734,1967-04-08,blue-collar,married,basic.4y,no,yes,no,2009-04-24,cellular,1,999,1,failure,0
11735,1974-04-08,admin.,single,high.school,no,no,no,2008-05-05,telephone,3,999,0,nonexistent,0
11736,1982-08-29,blue-collar,married,university.degree,no,no,no,2008-07-23,telephone,4,999,0,nonexistent,0
11737,1976-09-26,blue-collar,married,basic.6y,no,no,no,2008-06-09,telephone,2,999,0,nonexistent,0
11738,1984-02-21,admin.,married,high.school,no,yes,no,2008-05-16,telephone,2,999,0,nonexistent,0
11739,1968-02-03,technician,married,professional.course,no,no,no,2009-04-03,cellular,1,999,0,nonexistent,0
11740,1961-03-31,blue-collar,married,basic.9y,no,no,no,2008-08-04,cellular,2,999,0,nonexistent,0
11741,1985-10-02,admin.,single,high.school,no,no,no,2008-07-01,cellular,1,999,0,nonexistent,0
11742,1954-12-13,blue-collar,married,unknown,no,no,no,2008-08-29,cellular,1,999,0,nonexistent,0
11743,1975-08-05,blue-collar,married,high.school,no,no,no,2009-05-20,cellular,1,999,0,nonexistent,1
11744,1983-10-16,admin.,married,unknown,no,no,no,2008-06-09,telephone,1,999,0,nonexistent,0
11745,1950-04-27,services,married,basic.4y,no,no,no,2008-06-06,telephone,1,999,0,nonexistent,0
11746,1967-07-17,self-employed,married,university.degree,no,no,no,2008-08-25,cellular,3,999,0,nonexistent,0
11747,1975-09-26,technician,married,university.degree,no,yes,no,2008-07-03,cellular,7,999,0,nonexistent,0
11748,1980-06-01,admin.,single,high.school,no,no,no,2009-05-06,cellular,1,999,0,nonexistent,0
11749,1979-10-10,technician,single,university.degree,no,no,no,2008-08-27,cellular,1,999,0,nonexistent,0
11750,1959-08-03,services,divorced,high.school,unknown,no,yes,2008-05-09,telephone,2,999,0,nonexistent,0
11751,1962-06-12,housemaid,married,basic.9y,no,yes,no,2008-08-26,cellular,2,999,0,nonexistent,0
11752,1975-09-03,admin.,single,university.degree,no,no,no,2009-09-18,cellular,3,3,2,success,1
11753,1977-03-13,admin.,married,university.degree,no,yes,no,2008-07-02,cellular,3,999,0,nonexistent,0
11754,1979-06-16,services,single,high.school,unknown,yes,no,2009-04-17,cellular,1,999,0,nonexistent,0
11755,1975-07-16,services,married,high.school,no,no,no,2008-05-07,telephone,1,999,0,nonexistent,0
11756,1944-05-06,retired,married,basic.9y,no,no,no,2009-06-22,cellular,1,999,0,nonexistent,1
11757,1971-06-03,services,married,high.school,no,yes,no,2008-06-05,telephone,1,999,0,nonexistent,0
